filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length,shift_starts_at
game_039911.pgn,2,90.0,94.0,Kg1,Xg1,,
game_039912.pgn,4,69.0,82.0,Qxe4+,,12.0,69.0
game_039913.pgn,4,59.0,68.0,b5,,8.0,59.0
game_039914.pgn,4,43.0,51.0,b4,,7.0,43.0
game_039915.pgn,4,34.0,42.0,exd7+,,7.0,34.0
game_039916.pgn,1,8.0,84.0,Bxc4,Qh8,,
game_039917.pgn,4,39.0,77.0,exf5,,37.0,39.0
game_039918.pgn,3,11.0,38.0,O-O-O,,,
game_039919.pgn,3,37.0,53.0,b5,,,
game_039920.pgn,4,3.0,73.0,Nc6,,69.0,3.0
game_039921.pgn,1,38.0,82.0,Rd1,Qа9,,
game_039922.pgn,3,60.0,92.0,Rc1,,,
game_039923.pgn,2,25.0,47.0,a6,a7,,
game_039924.pgn,1,22.0,34.0,Nc3,Rb9,,
game_039925.pgn,3,20.0,51.0,h4,,,
game_039926.pgn,4,40.0,53.0,Bxb2,,12.0,40.0
game_039927.pgn,1,6.0,20.0,Bb2,Qа9,,
game_039928.pgn,1,16.0,43.0,Bxf6,Rb9,,
game_039929.pgn,4,8.0,43.0,g3,,34.0,8.0
game_039930.pgn,3,6.0,56.0,Be2,,,
game_039931.pgn,4,21.0,68.0,Nxe4,,46.0,21.0
game_039932.pgn,2,4.0,27.0,Nc3,Mc3,,
game_039933.pgn,3,32.0,68.0,Rxa8+,,,
game_039934.pgn,2,48.0,77.0,Rxe8,Pxe8,,
game_039935.pgn,4,18.0,37.0,Qd3,,18.0,18.0
game_039936.pgn,3,24.0,56.0,Bxc6,,,
game_039937.pgn,3,40.0,69.0,Rhf1,,,
game_039938.pgn,3,57.0,63.0,Ne4,,,
game_039939.pgn,4,33.0,66.0,Nxa1,,32.0,33.0
game_039940.pgn,1,7.0,93.0,b5,Nz5,,
game_039941.pgn,4,11.0,65.0,Bb4+,,53.0,11.0
game_039942.pgn,2,38.0,82.0,h4,h5,,
game_039943.pgn,3,56.0,100.0,Bh8,,,
game_039944.pgn,4,8.0,37.0,Bc4,,28.0,8.0
game_039945.pgn,4,47.0,69.0,Nd7,,21.0,47.0
game_039946.pgn,3,27.0,61.0,Nxe5,,,
game_039947.pgn,2,25.0,79.0,b5,b6,,
game_039948.pgn,3,35.0,59.0,Nf6,,,
game_039949.pgn,2,62.0,90.0,Rg2,Pg2,,
game_039950.pgn,2,12.0,80.0,Bg5,8g5,,
game_039951.pgn,4,69.0,92.0,Bxe2,,22.0,69.0
game_039952.pgn,2,28.0,63.0,Nxg3,Mxg3,,
game_039953.pgn,1,33.0,74.0,Ng4,Rb9,,
game_039954.pgn,3,26.0,94.0,Re1,,,
game_039955.pgn,1,71.0,80.0,Qf5,Qа9,,
game_039956.pgn,2,15.0,74.0,d6,d7,,
game_039957.pgn,3,3.0,41.0,d4,,,
game_039958.pgn,1,44.0,94.0,Bd4,Rb9,,
game_039959.pgn,4,16.0,59.0,O-O,,42.0,16.0
game_039960.pgn,1,24.0,76.0,Nd5,Nz5,,
game_039961.pgn,1,4.0,55.0,Nf3,Qh8,,
game_039962.pgn,2,48.0,80.0,Bg3,8g3,,
game_039963.pgn,4,20.0,31.0,Rg1,,10.0,20.0
game_039964.pgn,1,43.0,57.0,Bxe3,Qа9,,
game_039965.pgn,4,3.0,37.0,a5,,33.0,3.0
game_039966.pgn,4,55.0,88.0,Rb7,,32.0,55.0
game_039967.pgn,3,32.0,48.0,Rhd1,,,
game_039968.pgn,2,37.0,80.0,Rxf1,Pxf1,,
game_039969.pgn,2,3.0,79.0,Bb7,8b7,,
game_039970.pgn,3,23.0,30.0,Nf6,,,
game_039971.pgn,1,17.0,25.0,g5,Nz5,,
game_039972.pgn,3,23.0,47.0,e6,,,
game_039973.pgn,1,38.0,58.0,Qe2,Nz5,,
game_039974.pgn,2,11.0,39.0,Qxg5,Oxg5,,
game_039975.pgn,1,15.0,59.0,Nd7,Nz5,,
game_039976.pgn,4,9.0,70.0,Bc5,,60.0,9.0
game_039977.pgn,4,34.0,43.0,Bg6+,,8.0,34.0
game_039978.pgn,3,31.0,47.0,Kd8,,,
game_039979.pgn,1,36.0,40.0,a5,Qh8,,
game_039980.pgn,1,57.0,66.0,Re7,Nz5,,
game_039981.pgn,1,46.0,76.0,Bf3,Qh8,,
game_039982.pgn,1,3.0,34.0,Bg7,Bh9,,
game_039983.pgn,3,46.0,55.0,Rdc1,,,
game_039984.pgn,3,69.0,98.0,Qf5+,,,
game_039985.pgn,3,56.0,68.0,Rd5,,,
game_039986.pgn,3,20.0,41.0,Kxe2,,,
game_039987.pgn,2,39.0,72.0,Qf4+,Of4+,,
game_039988.pgn,1,29.0,48.0,c5,Bh9,,
game_039989.pgn,4,11.0,47.0,e5,,35.0,11.0
game_039990.pgn,3,19.0,67.0,Ba7,,,
game_039991.pgn,3,33.0,48.0,Qxa4,,,
game_039992.pgn,1,3.0,96.0,d5,Nz5,,
game_039993.pgn,4,17.0,71.0,Nxf3+,,53.0,17.0
game_039994.pgn,2,39.0,63.0,Nc5,Mc5,,
game_039995.pgn,2,54.0,63.0,Rxe1,Pxe1,,
game_039996.pgn,4,9.0,39.0,Bg7,,29.0,9.0
game_039997.pgn,3,25.0,76.0,Qc7,,,
game_039998.pgn,1,9.0,67.0,e6,Bh9,,
game_039999.pgn,4,36.0,100.0,Bc1,,63.0,36.0
game_040000.pgn,1,54.0,79.0,Ke2,Nz5,,
game_040001.pgn,4,13.0,63.0,c6,,49.0,13.0
game_040002.pgn,3,38.0,73.0,Qf1,,,
game_040003.pgn,3,70.0,92.0,Rc2,,,
game_040004.pgn,1,59.0,80.0,Re2+,Qh8,,
game_040005.pgn,2,22.0,46.0,c3,c4,,
game_040006.pgn,2,6.0,51.0,d5,d6,,
game_040007.pgn,3,36.0,43.0,fxg6,,,
game_040008.pgn,3,9.0,52.0,d5,,,
game_040009.pgn,1,32.0,55.0,Rf7+,Ka9,,
game_040010.pgn,2,24.0,88.0,Ne2,Me2,,
game_040011.pgn,3,19.0,65.0,Bf6,,,
game_040012.pgn,4,12.0,56.0,Bg2,,43.0,12.0
game_040013.pgn,4,5.0,56.0,d6,,50.0,5.0
game_040014.pgn,2,60.0,68.0,Re4,Pe4,,
game_040015.pgn,3,52.0,94.0,gxf5,,,
game_040016.pgn,1,5.0,45.0,Bg7,Rb9,,
game_040017.pgn,2,13.0,45.0,dxe5,dxe6,,
game_040018.pgn,3,27.0,45.0,Bxe5,,,
game_040019.pgn,2,31.0,45.0,dxe4,dxe5,,
game_040020.pgn,1,13.0,68.0,f5,Rb9,,
game_040021.pgn,3,33.0,45.0,Qc7,,,
game_040022.pgn,4,54.0,63.0,Bb4,,8.0,54.0
game_040023.pgn,1,24.0,36.0,O-O,Qh8,,
game_040024.pgn,2,15.0,36.0,Nxd4,Mxd4,,
game_040025.pgn,3,19.0,43.0,Nf6,,,
game_040026.pgn,3,39.0,55.0,Rd7,,,
game_040027.pgn,4,7.0,45.0,d5,,37.0,7.0
game_040028.pgn,4,25.0,50.0,O-O-O,,24.0,25.0
game_040029.pgn,1,7.0,54.0,Nc6,Rb9,,
game_040030.pgn,4,74.0,96.0,Rc5,,21.0,74.0
game_040031.pgn,1,63.0,67.0,Ra7,Bh9,,
game_040032.pgn,2,17.0,38.0,dxe5,dxe6,,
game_040033.pgn,4,25.0,50.0,a5,,24.0,25.0
game_040034.pgn,2,16.0,61.0,a3,a4,,
game_040035.pgn,3,20.0,84.0,Bg5+,,,
game_040036.pgn,4,45.0,57.0,Rab8,,11.0,45.0
game_040037.pgn,3,20.0,50.0,bxc3,,,
game_040038.pgn,1,22.0,78.0,Nb3,Nz5,,
game_040039.pgn,2,12.0,52.0,Nc2,Mc2,,
game_040040.pgn,4,45.0,57.0,Be5,,11.0,45.0
game_040041.pgn,4,23.0,48.0,Bxb3,,24.0,23.0
game_040042.pgn,3,29.0,75.0,Bg5,,,
game_040043.pgn,1,66.0,71.0,Qc8+,Qа9,,
game_040044.pgn,1,33.0,61.0,O-O,Nz5,,
game_040045.pgn,4,36.0,50.0,Nd2,,13.0,36.0
game_040046.pgn,3,42.0,61.0,Rb1,,,
game_040047.pgn,1,53.0,59.0,Nc8,Ka9,,
game_040048.pgn,4,5.0,56.0,Qe7,,50.0,5.0
game_040049.pgn,2,39.0,55.0,Qxc5,Oxc5,,
game_040050.pgn,3,32.0,76.0,Nxe7+,,,
game_040051.pgn,3,14.0,45.0,Qxh8,,,
game_040052.pgn,4,25.0,50.0,Qxc5,,24.0,25.0
game_040053.pgn,2,5.0,83.0,e6,e7,,
game_040054.pgn,3,59.0,83.0,Be4,,,
game_040055.pgn,4,6.0,45.0,O-O,,38.0,6.0
game_040056.pgn,2,35.0,46.0,Rac8,Pac8,,
game_040057.pgn,3,91.0,98.0,Kd3,,,
game_040058.pgn,2,40.0,65.0,Kb1,Xb1,,
game_040059.pgn,1,19.0,34.0,Nxc4,Bh9,,
game_040060.pgn,1,3.0,32.0,d6,Rb9,,
game_040061.pgn,1,5.0,42.0,Bg4,Nz5,,
game_040062.pgn,4,38.0,45.0,Nc3,,6.0,38.0
game_040063.pgn,1,4.0,51.0,Nf3,Qh8,,
game_040064.pgn,1,10.0,31.0,bxc3,Rb9,,
game_040065.pgn,3,34.0,68.0,Bxf5,,,
game_040066.pgn,1,17.0,54.0,exd5,Bh9,,
game_040067.pgn,3,4.0,27.0,g3,,,
game_040068.pgn,4,66.0,79.0,Ba5+,,12.0,66.0
game_040069.pgn,4,15.0,54.0,Bh5,,38.0,15.0
game_040070.pgn,4,29.0,76.0,Bxf3,,46.0,29.0
game_040071.pgn,1,12.0,25.0,Bc4,Qh8,,
game_040072.pgn,1,57.0,64.0,Ne2+,Bh9,,
game_040073.pgn,4,12.0,59.0,Bxc6,,46.0,12.0
game_040074.pgn,2,14.0,23.0,Nxe5,Mxe5,,
game_040075.pgn,2,60.0,87.0,e5,e6,,
game_040076.pgn,1,19.0,65.0,h6,Qh8,,
game_040077.pgn,2,15.0,60.0,Bxc3,8xc3,,
game_040078.pgn,3,18.0,24.0,O-O,,,
game_040079.pgn,1,66.0,98.0,Ne2,Rb9,,
game_040080.pgn,2,11.0,29.0,Bxc5,8xc5,,
game_040081.pgn,1,71.0,88.0,Bxe3,Qh8,,
game_040082.pgn,1,26.0,55.0,Re1,Ka9,,
game_040083.pgn,3,26.0,59.0,Qe2,,,
game_040084.pgn,1,20.0,42.0,Qf2,Qа9,,
game_040085.pgn,3,28.0,78.0,Qxh1,,,
game_040086.pgn,1,36.0,57.0,f4,Rb9,,
game_040087.pgn,3,9.0,44.0,e5,,,
game_040088.pgn,1,21.0,53.0,d4,Qh8,,
game_040089.pgn,1,41.0,86.0,Rxd8,Bh9,,
game_040090.pgn,4,14.0,57.0,Qd3,,42.0,14.0
game_040091.pgn,2,42.0,47.0,Qg5,Og5,,
game_040092.pgn,1,36.0,87.0,Kh1,Qh8,,
game_040093.pgn,1,6.0,60.0,h3,Rb9,,
game_040094.pgn,1,46.0,86.0,Rb7,Qh8,,
game_040095.pgn,1,35.0,47.0,Qd5,Qа9,,
game_040096.pgn,2,44.0,99.0,Qd3,Od3,,
game_040097.pgn,3,8.0,20.0,Rh3,,,
game_040098.pgn,1,48.0,90.0,Rg1,Qа9,,
game_040099.pgn,4,21.0,48.0,e5,,26.0,21.0
game_040100.pgn,3,82.0,93.0,Rg5,,,
game_040101.pgn,2,4.0,48.0,d4,d5,,
game_040102.pgn,2,50.0,98.0,g4,g5,,
game_040103.pgn,4,24.0,83.0,Bxd5,,58.0,24.0
game_040104.pgn,2,38.0,43.0,Bxd7+,8xd7+,,
game_040105.pgn,3,18.0,95.0,O-O,,,
game_040106.pgn,2,33.0,81.0,Nf6,Mf6,,
game_040107.pgn,1,65.0,80.0,cxb5,Rb9,,
game_040108.pgn,3,80.0,85.0,Rxd6,,,
game_040109.pgn,3,29.0,35.0,Rad8,,,
game_040110.pgn,1,35.0,80.0,Kd8,Bh9,,
game_040111.pgn,2,45.0,62.0,h5,h6,,
game_040112.pgn,1,45.0,69.0,Ke7,Ka9,,
game_040113.pgn,3,7.0,47.0,e6,,,
game_040114.pgn,3,18.0,70.0,Bxd3,,,
game_040115.pgn,4,57.0,78.0,Kg6,,20.0,57.0
game_040116.pgn,4,43.0,70.0,c6,,26.0,43.0
game_040117.pgn,4,28.0,89.0,Bc4+,,60.0,28.0
game_040118.pgn,4,13.0,33.0,Nxe4,,19.0,13.0
game_040119.pgn,4,42.0,74.0,Rd2,,31.0,42.0
game_040120.pgn,1,51.0,56.0,Rxd1+,Qа9,,
game_040121.pgn,4,11.0,20.0,Nc6,,8.0,11.0
game_040122.pgn,2,15.0,100.0,Be7,8e7,,
game_040123.pgn,2,9.0,47.0,g6,g7,,
game_040124.pgn,4,12.0,39.0,b3,,26.0,12.0
game_040125.pgn,3,38.0,56.0,Qxb7,,,
game_040126.pgn,1,20.0,32.0,Kxg2,Rb9,,
game_040127.pgn,4,38.0,46.0,Qc6,,7.0,38.0
game_040128.pgn,4,12.0,42.0,Nh3,,29.0,12.0
game_040129.pgn,2,11.0,67.0,Be6,8e6,,
game_040130.pgn,2,9.0,60.0,d5,d6,,
game_040131.pgn,4,8.0,29.0,Be2,,20.0,8.0
game_040132.pgn,1,67.0,93.0,Qe7,Rb9,,
game_040133.pgn,1,9.0,21.0,Bg4,Rb9,,
game_040134.pgn,4,7.0,29.0,Be6,,21.0,7.0
game_040135.pgn,3,16.0,49.0,Bxc8,,,
game_040136.pgn,1,56.0,84.0,Rh1,Nz5,,
game_040137.pgn,2,20.0,62.0,Qe2,Oe2,,
game_040138.pgn,1,26.0,54.0,b4,Nz5,,
game_040139.pgn,4,5.0,77.0,h6,,71.0,5.0
game_040140.pgn,3,22.0,66.0,Bh4,,,
game_040141.pgn,4,3.0,35.0,Nc6,,31.0,3.0
game_040142.pgn,3,27.0,81.0,Rd8,,,
game_040143.pgn,3,63.0,84.0,Be7,,,
game_040144.pgn,4,7.0,75.0,O-O,,67.0,7.0
game_040145.pgn,1,35.0,52.0,b4,Nz5,,
game_040146.pgn,3,64.0,74.0,Bf3,,,
game_040147.pgn,4,91.0,98.0,Kd4,,6.0,91.0
game_040148.pgn,1,22.0,67.0,O-O,Qа9,,
game_040149.pgn,4,22.0,49.0,f5,,26.0,22.0
game_040150.pgn,4,5.0,39.0,e6,,33.0,5.0
game_040151.pgn,4,20.0,29.0,Qxh5,,8.0,20.0
game_040152.pgn,4,13.0,43.0,h6,,29.0,13.0
game_040153.pgn,1,10.0,95.0,dxe5,Qа9,,
game_040154.pgn,3,12.0,65.0,c3,,,
game_040155.pgn,2,48.0,59.0,Qxe6,Oxe6,,
game_040156.pgn,3,24.0,39.0,gxf3,,,
game_040157.pgn,1,15.0,93.0,h6,Rb9,,
game_040158.pgn,3,25.0,65.0,Bd6,,,
game_040159.pgn,1,12.0,84.0,Qd2,Rb9,,
game_040160.pgn,4,5.0,72.0,e6,,66.0,5.0
game_040161.pgn,2,54.0,73.0,fxe4,fxe5,,
game_040162.pgn,2,29.0,50.0,Qf5,Of5,,
game_040163.pgn,3,34.0,41.0,O-O,,,
game_040164.pgn,4,27.0,44.0,Qxe5,,16.0,27.0
game_040165.pgn,3,28.0,72.0,Nxe4,,,
game_040166.pgn,4,10.0,66.0,Nc3,,55.0,10.0
game_040167.pgn,3,3.0,48.0,Bb7,,,
game_040168.pgn,2,27.0,37.0,Qxe8,Oxe8,,
game_040169.pgn,1,38.0,56.0,Nxd4,Rb9,,
game_040170.pgn,3,34.0,64.0,Qd2,,,
game_040171.pgn,4,69.0,81.0,Re7,,11.0,69.0
game_040172.pgn,3,53.0,75.0,Bg6,,,
game_040173.pgn,4,36.0,43.0,Nd5,,6.0,36.0
game_040174.pgn,2,19.0,44.0,Kf6,Xf6,,
game_040175.pgn,2,10.0,53.0,Nxc6,Mxc6,,
game_040176.pgn,1,18.0,38.0,Bxf7,Bh9,,
game_040177.pgn,2,5.0,62.0,e6,e7,,
game_040178.pgn,4,45.0,56.0,Nf6,,10.0,45.0
game_040179.pgn,4,38.0,76.0,Rfe1,,37.0,38.0
game_040180.pgn,2,43.0,54.0,Kxh7,Xxh7,,
game_040181.pgn,3,16.0,57.0,Bf3,,,
game_040182.pgn,4,42.0,67.0,Rxc1,,24.0,42.0
game_040183.pgn,2,49.0,68.0,Ngxf3+,Mgxf3+,,
game_040184.pgn,4,57.0,62.0,Ne3,,4.0,57.0
game_040185.pgn,1,16.0,45.0,O-O,Qh8,,
game_040186.pgn,4,23.0,43.0,Bxf5,,19.0,23.0
game_040187.pgn,1,14.0,46.0,Nxc6,Nz5,,
game_040188.pgn,2,17.0,94.0,exd5,exd6,,
game_040189.pgn,4,24.0,54.0,Qxb7,,29.0,24.0
game_040190.pgn,2,28.0,38.0,Bd3,8d3,,
game_040191.pgn,1,16.0,45.0,Qe2,Nz5,,
game_040192.pgn,3,23.0,44.0,Ke7,,,
game_040193.pgn,4,5.0,96.0,Nf6,,90.0,5.0
game_040194.pgn,4,11.0,73.0,Nc6,,61.0,11.0
game_040195.pgn,4,3.0,51.0,Nc6,,47.0,3.0
game_040196.pgn,2,38.0,58.0,Bxe7,8xe7,,
game_040197.pgn,4,44.0,75.0,Qe4,,30.0,44.0
game_040198.pgn,4,46.0,61.0,Rad1,,14.0,46.0
game_040199.pgn,1,24.0,85.0,Nf4,Qh8,,
game_040200.pgn,1,61.0,69.0,Bf6,Qh8,,
game_040201.pgn,2,37.0,73.0,Qh7,Oh7,,
game_040202.pgn,2,13.0,40.0,e5,e6,,
game_040203.pgn,3,25.0,29.0,Ke8,,,
game_040204.pgn,1,55.0,68.0,g6+,Qа9,,
game_040205.pgn,2,35.0,66.0,Ne4,Me4,,
game_040206.pgn,1,41.0,90.0,Qd6,Ka9,,
game_040207.pgn,1,38.0,50.0,Bd2,Ka9,,
game_040208.pgn,2,33.0,43.0,a6,a7,,
game_040209.pgn,2,19.0,25.0,Kd8,Xd8,,
game_040210.pgn,3,20.0,31.0,e6,,,
game_040211.pgn,3,30.0,39.0,Qxg4+,,,
game_040212.pgn,3,9.0,100.0,Bh5,,,
game_040213.pgn,4,3.0,68.0,c6,,64.0,3.0
game_040214.pgn,3,28.0,66.0,Nge2,,,
game_040215.pgn,1,32.0,43.0,Qxf7,Bh9,,
game_040216.pgn,2,38.0,90.0,Na2,Ma2,,
game_040217.pgn,1,16.0,39.0,Bf4,Nz5,,
game_040218.pgn,2,31.0,58.0,Rab8,Pab8,,
game_040219.pgn,1,21.0,35.0,Qd6,Rb9,,
game_040220.pgn,1,60.0,92.0,Qd7+,Ka9,,
game_040221.pgn,3,25.0,96.0,Qxd4,,,
game_040222.pgn,4,21.0,79.0,Rb6,,57.0,21.0
game_040223.pgn,3,3.0,83.0,Bc5,,,
game_040224.pgn,2,46.0,57.0,Qxc7,Oxc7,,
game_040225.pgn,4,33.0,51.0,cxd6,,17.0,33.0
game_040226.pgn,1,26.0,54.0,Nxf6+,Ka9,,
game_040227.pgn,3,5.0,97.0,Nc6,,,
game_040228.pgn,3,60.0,97.0,Qc2,,,
game_040229.pgn,4,24.0,85.0,Nxe6,,60.0,24.0
game_040230.pgn,3,64.0,87.0,h5,,,
game_040231.pgn,4,66.0,71.0,Nh7,,4.0,66.0
game_040232.pgn,3,25.0,48.0,Rh6,,,
game_040233.pgn,1,13.0,32.0,O-O,Bh9,,
game_040234.pgn,3,5.0,33.0,e6,,,
game_040235.pgn,1,17.0,24.0,g4,Qh8,,
game_040236.pgn,1,9.0,52.0,exf4,Qh8,,
game_040237.pgn,4,14.0,44.0,Re1,,29.0,14.0
game_040238.pgn,1,36.0,69.0,Qxh4,Qh8,,
game_040239.pgn,3,52.0,92.0,Qc5,,,
game_040240.pgn,2,30.0,62.0,Rg1+,Pg1+,,
game_040241.pgn,3,12.0,81.0,Nh3,,,
game_040242.pgn,3,33.0,55.0,Bxd4,,,
game_040243.pgn,1,18.0,27.0,Bxh6,Nz5,,
game_040244.pgn,3,36.0,95.0,Nxb5,,,
game_040245.pgn,2,19.0,23.0,Kc7,Xc7,,
game_040246.pgn,3,32.0,47.0,O-O,,,
game_040247.pgn,1,13.0,36.0,Bb6,Qа9,,
game_040248.pgn,3,18.0,72.0,h3,,,
game_040249.pgn,2,31.0,46.0,d4,d5,,
game_040250.pgn,3,12.0,62.0,Rb1,,,
game_040251.pgn,3,12.0,34.0,O-O,,,
game_040252.pgn,4,32.0,84.0,Bg3,,51.0,32.0
game_040253.pgn,3,4.0,21.0,d5,,,
game_040254.pgn,4,20.0,31.0,c3,,10.0,20.0
game_040255.pgn,1,4.0,95.0,d4,Qа9,,
game_040256.pgn,2,21.0,87.0,O-O,0-O,,
game_040257.pgn,3,26.0,32.0,d4,,,
game_040258.pgn,1,11.0,90.0,Nf6,Ka9,,
game_040259.pgn,1,49.0,56.0,Nf6,Qh8,,
game_040260.pgn,2,36.0,47.0,Nh3,Mh3,,
game_040261.pgn,2,19.0,59.0,Nf6,Mf6,,
game_040262.pgn,4,32.0,47.0,e6,,14.0,32.0
game_040263.pgn,4,65.0,84.0,c5,,18.0,65.0
game_040264.pgn,1,72.0,76.0,Qxg4,Nz5,,
game_040265.pgn,3,7.0,71.0,Nf6,,,
game_040266.pgn,1,32.0,73.0,Qxd7+,Qh8,,
game_040267.pgn,3,9.0,21.0,d6,,,
game_040268.pgn,2,27.0,94.0,Ke7,Xe7,,
game_040269.pgn,1,21.0,40.0,Qd6,Rb9,,
game_040270.pgn,4,52.0,65.0,h5,,12.0,52.0
game_040271.pgn,4,21.0,38.0,Nxg5,,16.0,21.0
game_040272.pgn,2,65.0,78.0,Nb2,Mb2,,
game_040273.pgn,2,31.0,52.0,Ng4,Mg4,,
game_040274.pgn,2,30.0,40.0,Qe2,Oe2,,
game_040275.pgn,3,21.0,65.0,Bg7,,,
game_040276.pgn,2,15.0,49.0,d5,d6,,
game_040277.pgn,4,74.0,90.0,Rxa5,,15.0,74.0
game_040278.pgn,1,34.0,58.0,a4,Rb9,,
game_040279.pgn,4,28.0,55.0,Kd2,,26.0,28.0
game_040280.pgn,3,13.0,96.0,O-O,,,
game_040281.pgn,2,32.0,98.0,b3,b4,,
game_040282.pgn,1,13.0,28.0,Bxc4,Ka9,,
game_040283.pgn,2,38.0,65.0,Bd6,8d6,,
game_040284.pgn,1,16.0,35.0,Qc2,Bh9,,
game_040285.pgn,1,17.0,51.0,b5,Qh8,,
game_040286.pgn,4,30.0,59.0,Rad1,,28.0,30.0
game_040287.pgn,2,19.0,58.0,axb5,axb6,,
game_040288.pgn,1,19.0,39.0,Bg4,Qh8,,
game_040289.pgn,3,8.0,81.0,c3,,,
game_040290.pgn,2,4.0,95.0,exd5,exd6,,
game_040291.pgn,4,14.0,21.0,Nxg6,,6.0,14.0
game_040292.pgn,3,3.0,63.0,dxc4,,,
game_040293.pgn,4,68.0,84.0,hxg4,,15.0,68.0
game_040294.pgn,4,55.0,65.0,Rd5,,9.0,55.0
game_040295.pgn,1,43.0,60.0,Nxd2+,Rb9,,
game_040296.pgn,2,46.0,97.0,Ra6,Pa6,,
game_040297.pgn,2,56.0,61.0,Qh5,Oh5,,
game_040298.pgn,4,47.0,79.0,Rfd8,,31.0,47.0
game_040299.pgn,1,25.0,58.0,Bxd4,Rb9,,
game_040300.pgn,2,17.0,67.0,c6,c7,,
game_040301.pgn,1,32.0,61.0,Ne4,Nz5,,
game_040302.pgn,4,5.0,46.0,cxd5,,40.0,5.0
game_040303.pgn,4,18.0,59.0,Bg3,,40.0,18.0
game_040304.pgn,3,11.0,47.0,cxd3,,,
game_040305.pgn,2,37.0,51.0,Kxe7,Xxe7,,
game_040306.pgn,2,17.0,41.0,Bxc3,8xc3,,
game_040307.pgn,3,10.0,22.0,b3,,,
game_040308.pgn,3,15.0,65.0,O-O,,,
game_040309.pgn,2,18.0,40.0,hxg4,hxg5,,
game_040310.pgn,3,59.0,67.0,d4,,,
game_040311.pgn,2,31.0,40.0,Nh5,Mh5,,
game_040312.pgn,2,22.0,28.0,Qxe7,Oxe7,,
game_040313.pgn,1,3.0,66.0,c6,Bh9,,
game_040314.pgn,1,35.0,63.0,Qd7,Qа9,,
game_040315.pgn,3,16.0,62.0,Nc3,,,
game_040316.pgn,4,22.0,68.0,Be2,,45.0,22.0
game_040317.pgn,4,7.0,83.0,Nf6,,75.0,7.0
game_040318.pgn,3,31.0,36.0,cxd5,,,
game_040319.pgn,3,26.0,75.0,Rxd4,,,
game_040320.pgn,4,4.0,30.0,Nf3,,25.0,4.0
game_040321.pgn,4,3.0,78.0,Bg7,,74.0,3.0
game_040322.pgn,4,24.0,29.0,Bxc3,,4.0,24.0
game_040323.pgn,1,4.0,72.0,Ng5,Qа9,,
game_040324.pgn,1,60.0,72.0,Be4+,Nz5,,
game_040325.pgn,1,53.0,58.0,Nxc6,Nz5,,
game_040326.pgn,1,66.0,77.0,Rd8+,Rb9,,
game_040327.pgn,3,37.0,80.0,Be3,,,
game_040328.pgn,1,16.0,48.0,O-O,Bh9,,
game_040329.pgn,3,42.0,82.0,Kc2,,,
game_040330.pgn,2,58.0,98.0,Rc8+,Pc8+,,
game_040331.pgn,1,35.0,68.0,Bf5,Qh8,,
game_040332.pgn,2,68.0,79.0,Bd5,8d5,,
game_040333.pgn,2,15.0,45.0,d6,d7,,
game_040334.pgn,3,38.0,72.0,Bxd5,,,
game_040335.pgn,3,32.0,49.0,Bh5+,,,
game_040336.pgn,1,7.0,22.0,Qe7,Qh8,,
game_040337.pgn,3,4.0,52.0,Bb5,,,
game_040338.pgn,4,77.0,92.0,g3+,,14.0,77.0
game_040339.pgn,2,18.0,41.0,Rb1,Pb1,,
game_040340.pgn,3,5.0,33.0,dxe4,,,
game_040341.pgn,2,29.0,59.0,cxd6,cxd7,,
game_040342.pgn,2,30.0,58.0,Bg5,8g5,,
game_040343.pgn,4,47.0,84.0,Rah8,,36.0,47.0
game_040344.pgn,4,5.0,23.0,dxc4,,17.0,5.0
game_040345.pgn,4,30.0,69.0,e4,,38.0,30.0
game_040346.pgn,4,3.0,52.0,h6,,48.0,3.0
game_040347.pgn,4,34.0,50.0,Nh2,,15.0,34.0
game_040348.pgn,1,35.0,48.0,O-O-O,Qа9,,
game_040349.pgn,4,25.0,48.0,h5,,22.0,25.0
game_040350.pgn,1,34.0,92.0,Rae1,Qа9,,
game_040351.pgn,2,75.0,83.0,Kxd4,Xxd4,,
game_040352.pgn,4,6.0,64.0,c5,,57.0,6.0
game_040353.pgn,1,27.0,81.0,Nxf3+,Rb9,,
game_040354.pgn,1,53.0,65.0,Bxe4,Rb9,,
game_040355.pgn,1,34.0,90.0,g3,Qh8,,
game_040356.pgn,3,58.0,63.0,f5,,,
game_040357.pgn,1,55.0,87.0,a5,Qh8,,
game_040358.pgn,2,25.0,95.0,Nxc2,Mxc2,,
game_040359.pgn,1,12.0,86.0,Nd6+,Qа9,,
game_040360.pgn,1,17.0,43.0,Qxf6,Ka9,,
game_040361.pgn,1,22.0,35.0,cxd4,Ka9,,
game_040362.pgn,4,41.0,59.0,Be6,,17.0,41.0
game_040363.pgn,4,61.0,69.0,Ra6,,7.0,61.0
game_040364.pgn,3,8.0,73.0,Nc3,,,
game_040365.pgn,3,29.0,76.0,a5,,,
game_040366.pgn,1,16.0,40.0,Qb3,Nz5,,
game_040367.pgn,1,22.0,48.0,Re1,Ka9,,
game_040368.pgn,1,26.0,63.0,e4,Ka9,,
game_040369.pgn,3,65.0,84.0,Qc6+,,,
game_040370.pgn,2,76.0,97.0,Nd5,Md5,,
game_040371.pgn,4,96.0,100.0,f4,,3.0,96.0
game_040372.pgn,3,27.0,51.0,Ne5,,,
