filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length
game_043375.pgn,1,59,65,Nxd2+,Ka9,
game_043376.pgn,4,25,69,Rxa4,Rxa4,43
game_043377.pgn,4,4,59,Qf3,Qf3,54
game_043378.pgn,3,37,60,Be6,Be6,
game_043379.pgn,4,62,80,Rxe4,Rxe4,17
game_043380.pgn,2,46,73,Kd2,Xd2,
game_043381.pgn,1,25,59,exf4,Qh8,
game_043382.pgn,4,39,48,Rxe2,Rxe2,8
game_043383.pgn,3,21,46,h6,h6,
game_043384.pgn,1,9,62,Bd6,Ka9,
game_043385.pgn,3,5,27,dxc4,dxc4,
game_043386.pgn,3,25,49,Qc7,Qc7,
game_043387.pgn,3,4,40,Nc3,Nc3,
game_043388.pgn,3,22,79,Bf4,Bf4,
game_043389.pgn,1,27,33,Ng4,Qа9,
game_043390.pgn,2,65,72,c6,c7,
game_043391.pgn,4,24,43,Bb3,Bb3,18
game_043392.pgn,4,42,46,Bb5,Bb5,3
game_043393.pgn,3,6,49,d3,d3,
game_043394.pgn,3,36,57,Bg4,Bg4,
game_043395.pgn,1,23,48,hxg5,Rb9,
game_043396.pgn,1,50,88,Ncd2,Bh9,
game_043397.pgn,4,6,75,Nc3,Nc3,68
game_043398.pgn,2,19,58,d6,d7,
game_043399.pgn,4,26,40,Nxe5,Nxe5,13
game_043400.pgn,2,8,88,Bd3,8d3,
game_043401.pgn,3,7,29,Nxe5,Nxe5,
game_043402.pgn,4,11,21,f6,f6,9
game_043403.pgn,3,5,35,Be7,Be7,
game_043404.pgn,2,19,40,O-O,0-O,
game_043405.pgn,1,22,49,c5,Ka9,
game_043406.pgn,3,54,74,Qxa6,Qxa6,
game_043407.pgn,2,9,93,Nf6,Mf6,
game_043408.pgn,1,51,58,Kg6,Qа9,
game_043409.pgn,3,25,51,Kxg6,Kxg6,
game_043410.pgn,3,28,35,a4,a4,
game_043411.pgn,4,12,51,Bb5+,Bb5+,38
game_043412.pgn,4,30,87,fxg4,fxg4,56
game_043413.pgn,3,60,67,g4,g4,
game_043414.pgn,4,17,41,Ne4,Ne4,23
game_043415.pgn,1,32,67,Qxg4,Rb9,
game_043416.pgn,4,7,71,Nf6,Nf6,63
game_043417.pgn,3,23,71,Nb6,Nb6,
game_043418.pgn,2,33,41,a5,a6,
game_043419.pgn,4,38,44,Nb1,Nb1,5
game_043420.pgn,2,9,23,Nxe4,Mxe4,
game_043421.pgn,1,31,86,Bxf3,Qh8,
game_043422.pgn,4,8,79,g3,g3,70
game_043423.pgn,2,67,76,Kxf6,Xxf6,
game_043424.pgn,1,24,30,Qh5,Ka9,
game_043425.pgn,4,32,70,Be3,Be3,37
game_043426.pgn,2,14,45,Bxe6,8xe6,
game_043427.pgn,4,14,21,O-O,O-O,6
game_043428.pgn,2,37,64,Bxb4,8xb4,
game_043429.pgn,2,12,21,Bxe5,8xe5,
game_043430.pgn,2,64,98,gxf4,gxf5,
game_043431.pgn,4,87,97,Kd7,Kd7,9
game_043432.pgn,2,43,78,cxd4,cxd5,
game_043433.pgn,3,6,25,Nc3,Nc3,
game_043434.pgn,2,12,42,O-O,0-O,
game_043435.pgn,2,39,56,Rdf8,Pdf8,
game_043436.pgn,1,40,49,Qg4,Qа9,
game_043437.pgn,1,27,82,Bxg2,Bh9,
game_043438.pgn,3,54,80,Rb7+,Rb7+,
game_043439.pgn,2,26,54,Ra2,Pa2,
game_043440.pgn,1,11,50,h4,Qh8,
game_043441.pgn,2,47,54,Qe8,Oe8,
game_043442.pgn,1,22,50,Qf3,Ka9,
game_043443.pgn,2,81,94,e5,e6,
game_043444.pgn,2,23,96,Bxc3,8xc3,
game_043445.pgn,2,36,71,f4,f5,
game_043446.pgn,3,14,54,Nbc3,Nbc3,
game_043447.pgn,3,47,64,Nc6,Nc6,
game_043448.pgn,3,18,62,d5,d5,
game_043449.pgn,2,18,40,fxe3,fxe4,
game_043450.pgn,2,20,31,Bb3,8b3,
game_043451.pgn,1,3,89,b6,Qа9,
game_043452.pgn,3,48,55,Rg3+,Rg3+,
game_043453.pgn,3,5,49,Bg4,Bg4,
game_043454.pgn,3,43,71,c5,c5,
game_043455.pgn,4,69,76,Nh4,Nh4,6
game_043456.pgn,2,11,53,Bg4,8g4,
game_043457.pgn,1,5,64,f6,Bh9,
game_043458.pgn,3,5,66,Bc5,Bc5,
game_043459.pgn,4,14,90,Nbc3,Nbc3,75
game_043460.pgn,4,6,66,Bf4,Bf4,59
game_043461.pgn,2,3,65,d6,d7,
game_043462.pgn,4,22,52,Nf3,Nf3,29
game_043463.pgn,4,21,55,Qc6,Qc6,33
game_043464.pgn,3,17,40,bxc4,bxc4,
game_043465.pgn,4,19,23,Bxf4,Bxf4,3
game_043466.pgn,4,32,62,axb4,axb4,29
game_043467.pgn,1,25,52,Qg5,Rb9,
game_043468.pgn,1,80,90,Re5,Nz5,
game_043469.pgn,4,7,36,Nc6,Nc6,28
game_043470.pgn,3,63,75,Rb8,Rb8,
game_043471.pgn,3,29,34,Nxe2,Nxe2,
game_043472.pgn,3,42,79,Rfd1,Rfd1,
game_043473.pgn,3,19,27,e4,e4,
game_043474.pgn,4,78,87,Kd4,Kd4,8
game_043475.pgn,2,49,91,f4,f5,
game_043476.pgn,2,12,78,c3,c4,
game_043477.pgn,3,12,47,Bb3,Bb3,
game_043478.pgn,1,39,85,Nh6,Qа9,
game_043479.pgn,3,65,89,Kd7,Kd7,
game_043480.pgn,3,7,22,Nxd4,Nxd4,
game_043481.pgn,1,50,56,Nf2,Qh8,
game_043482.pgn,2,8,40,Nbc3,Mbc3,
game_043483.pgn,4,41,58,Bf6,Bf6,16
game_043484.pgn,1,4,82,d4,Nz5,
game_043485.pgn,3,40,89,Qd2,Qd2,
game_043486.pgn,4,4,47,Bc4,Bc4,42
game_043487.pgn,1,43,53,Qb4,Nz5,
game_043488.pgn,2,8,34,Ng3,Mg3,
game_043489.pgn,4,38,78,c4,c4,39
game_043490.pgn,1,14,39,O-O,Bh9,
game_043491.pgn,4,27,35,Bg7,Bg7,7
game_043492.pgn,2,9,37,g5,g6,
game_043493.pgn,1,9,80,Nc6,Bh9,
game_043494.pgn,4,50,57,Nxf7,Nxf7,6
game_043495.pgn,2,48,64,Ndf3,Mdf3,
game_043496.pgn,2,51,74,Rxd3,Pxd3,
game_043497.pgn,2,71,78,Rh2+,Ph2+,
game_043498.pgn,4,41,72,Nf6,Nf6,30
game_043499.pgn,1,21,69,gxf6,Qh8,
game_043500.pgn,4,38,73,fxe3,fxe3,34
game_043501.pgn,4,6,94,e3,e3,87
game_043502.pgn,1,41,51,f6,Rb9,
game_043503.pgn,4,16,45,Qe2,Qe2,28
game_043504.pgn,2,28,32,Ng5,Mg5,
game_043505.pgn,2,22,46,Nc3,Mc3,
game_043506.pgn,1,15,81,Re8,Nz5,
game_043507.pgn,2,31,82,Nxd2,Mxd2,
game_043508.pgn,3,32,61,Nc7,Nc7,
game_043509.pgn,1,10,30,Be2,Qа9,
game_043510.pgn,3,24,56,Nxd4,Nxd4,
game_043511.pgn,4,72,89,Rd1,Rd1,16
game_043512.pgn,2,12,24,Bxe7,8xe7,
game_043513.pgn,3,70,84,Rg7,Rg7,
game_043514.pgn,4,30,41,Bh6,Bh6,10
game_043515.pgn,3,50,58,Kh2,Kh2,
game_043516.pgn,3,36,60,Bxe5,Bxe5,
game_043517.pgn,1,22,49,Qxc6,Bh9,
game_043518.pgn,1,32,90,Ke1,Nz5,
game_043519.pgn,4,23,54,Nxe5,Nxe5,30
game_043520.pgn,4,31,61,Bxc4,Bxc4,29
game_043521.pgn,1,24,67,c3,Ka9,
game_043522.pgn,2,8,21,d4,d5,
game_043523.pgn,3,18,83,Bg5,Bg5,
game_043524.pgn,4,65,70,c5,c5,4
game_043525.pgn,1,3,51,Nf6,Rb9,
game_043526.pgn,3,14,49,Bd2,Bd2,
game_043527.pgn,1,47,93,Bd6,Ka9,
game_043528.pgn,1,28,53,Bb5+,Bh9,
game_043529.pgn,1,5,56,Nf6,Rb9,
game_043530.pgn,1,41,96,f6,Qа9,
game_043531.pgn,1,24,49,exd5,Ka9,
game_043532.pgn,1,38,48,Nh3,Qа9,
game_043533.pgn,4,32,69,Bxd7,Bxd7,36
game_043534.pgn,1,72,97,Kf1,Bh9,
game_043535.pgn,3,33,45,Qc7,Qc7,
game_043536.pgn,1,9,60,Kf7,Nz5,
game_043537.pgn,2,31,38,Qe8,Oe8,
game_043538.pgn,4,42,74,Qxc8,Qxc8,31
game_043539.pgn,4,20,95,gxh6,gxh6,74
game_043540.pgn,2,11,84,Nf6,Mf6,
game_043541.pgn,2,65,78,Rxb2+,Pxb2+,
game_043542.pgn,2,73,78,Ba4+,8a4+,
game_043543.pgn,1,26,94,bxc3,Qа9,
game_043544.pgn,4,43,62,f6,f6,18
game_043545.pgn,1,47,63,Qc5,Rb9,
game_043546.pgn,4,10,48,Qxf6,Qxf6,37
game_043547.pgn,4,64,72,exf4,exf4,7
game_043548.pgn,2,16,57,cxd5,cxd6,
game_043549.pgn,2,5,46,Nf6,Mf6,
game_043550.pgn,2,24,31,cxd4,cxd5,
game_043551.pgn,3,33,59,e6,e6,
game_043552.pgn,4,6,32,Nc3,Nc3,25
game_043553.pgn,1,43,57,Qxa3,Nz5,
game_043554.pgn,3,13,58,O-O,O-O,
game_043555.pgn,4,21,35,a6,a6,13
game_043556.pgn,3,3,29,Nc6,Nc6,
game_043557.pgn,3,12,46,cxd5,cxd5,
game_043558.pgn,2,55,60,Qf2+,Of2+,
game_043559.pgn,2,36,67,Kg2,Xg2,
game_043560.pgn,3,11,77,Qb6,Qb6,
game_043561.pgn,3,7,55,e6,e6,
game_043562.pgn,1,62,84,Qh5+,Qа9,
game_043563.pgn,3,16,33,Bg5,Bg5,
game_043564.pgn,3,8,36,fxe4,fxe4,
game_043565.pgn,2,17,27,exd3,exd4,
game_043566.pgn,4,13,59,Nxe5,Nxe5,45
game_043567.pgn,3,19,34,Bxh6,Bxh6,
game_043568.pgn,1,29,47,b4,Bh9,
game_043569.pgn,1,33,74,Ng6,Rb9,
game_043570.pgn,3,41,54,Qxb3,Qxb3,
game_043571.pgn,2,35,84,g6,g7,
game_043572.pgn,3,9,23,dxc6,dxc6,
game_043573.pgn,4,72,93,Re4+,Re4+,20
game_043574.pgn,2,36,48,Rxe4,Pxe4,
game_043575.pgn,2,33,43,Bxe4,8xe4,
game_043576.pgn,2,9,37,Na6,Ma6,
game_043577.pgn,2,39,61,b4,b5,
game_043578.pgn,2,31,73,Nc5,Mc5,
game_043579.pgn,1,54,83,Qe8+,Qа9,
game_043580.pgn,4,11,57,Nf6,Nf6,45
game_043581.pgn,4,5,99,g6,g6,93
game_043582.pgn,2,40,73,hxg5,hxg6,
game_043583.pgn,2,36,63,Qxc6,Oxc6,
game_043584.pgn,2,12,32,c3,c4,
game_043585.pgn,1,31,44,Bxd5,Bh9,
game_043586.pgn,2,15,48,Rxd8,Pxd8,
game_043587.pgn,1,33,73,Be7,Nz5,
game_043588.pgn,3,33,54,Qd6,Qd6,
game_043589.pgn,3,38,69,Rc1,Rc1,
game_043590.pgn,3,15,59,Ne7,Ne7,
game_043591.pgn,3,7,97,b5,b5,
game_043592.pgn,4,12,78,g3,g3,65
game_043593.pgn,1,66,75,a8=Q,Bh9,
game_043594.pgn,1,22,56,Rxe5,Qа9,
game_043595.pgn,2,34,78,Nxc5,Mxc5,
game_043596.pgn,4,35,53,h4,h4,17
game_043597.pgn,3,26,42,Re1,Re1,
game_043598.pgn,1,46,53,Qxb2,Qh8,
game_043599.pgn,1,60,74,Re8+,Qh8,
game_043600.pgn,1,13,41,Nf6,Bh9,
game_043601.pgn,4,17,25,Bg7,Bg7,7
game_043602.pgn,4,5,31,d6,d6,25
game_043603.pgn,2,20,50,Bh3,8h3,
game_043604.pgn,3,5,71,g6,g6,
game_043605.pgn,1,27,71,Bg5,Ka9,
game_043606.pgn,1,59,69,Ne5,Bh9,
game_043607.pgn,1,69,81,Qc7,Qh8,
game_043608.pgn,2,19,23,Kg7,Xg7,
game_043609.pgn,4,55,85,c6,c6,29
game_043610.pgn,1,34,90,Rxe1,Qh8,
game_043611.pgn,4,23,49,gxf6,gxf6,25
game_043612.pgn,4,37,72,d5,d5,34
game_043613.pgn,2,8,23,Qe2,Oe2,
game_043614.pgn,3,11,27,e6,e6,
game_043615.pgn,2,74,84,Kf6,Xf6,
game_043616.pgn,3,11,73,e6,e6,
game_043617.pgn,2,32,52,Be4,8e4,
game_043618.pgn,2,22,61,Qxa6,Oxa6,
game_043619.pgn,1,7,36,d5,Bh9,
game_043620.pgn,4,25,65,Bb6,Bb6,39
game_043621.pgn,2,41,64,fxe4,fxe5,
game_043622.pgn,4,16,45,Nxc6,Nxc6,28
game_043623.pgn,3,19,36,Qxf4,Qxf4,
game_043624.pgn,2,26,71,Nxa8,Mxa8,
game_043625.pgn,3,26,81,Bxc4,Bxc4,
game_043626.pgn,1,35,47,cxd2,Ka9,
game_043627.pgn,1,3,62,d6,Qа9,
game_043628.pgn,3,15,62,Bxc3+,Bxc3+,
game_043629.pgn,1,27,38,b6,Ka9,
game_043630.pgn,3,4,56,Nc3,Nc3,
game_043631.pgn,1,71,78,b5,Bh9,
game_043632.pgn,1,13,79,Nd5,Qh8,
game_043633.pgn,3,54,66,hxg5,hxg5,
game_043634.pgn,3,33,62,Qb6,Qb6,
game_043635.pgn,1,37,44,Qxd4+,Nz5,
game_043636.pgn,4,22,70,Qc3,Qc3,47
game_043637.pgn,3,15,31,Qe7,Qe7,
game_043638.pgn,4,31,74,Kh8,Kh8,42
game_043639.pgn,2,7,31,b5,b6,
game_043640.pgn,2,10,48,Bc4,8c4,
game_043641.pgn,2,19,69,Nd4,Md4,
game_043642.pgn,3,81,98,Ke8,Ke8,
game_043643.pgn,3,21,38,fxe4,fxe4,
game_043644.pgn,1,3,69,d5,Rb9,
game_043645.pgn,1,18,70,Qxf6,Bh9,
game_043646.pgn,1,24,39,d4,Bh9,
game_043647.pgn,4,55,62,Qf5+,Qf5+,6
game_043648.pgn,2,16,41,Bf4,8f4,
game_043649.pgn,2,26,54,g4,g5,
game_043650.pgn,1,13,49,Be6,Bh9,
game_043651.pgn,4,56,98,Nxb5,Nxb5,41
game_043652.pgn,1,4,57,g3,Ka9,
game_043653.pgn,2,27,92,d5,d6,
game_043654.pgn,2,14,65,Nf3,Mf3,
game_043655.pgn,3,20,39,h3,h3,
game_043656.pgn,2,53,100,f4,f5,
game_043657.pgn,3,59,76,h5,h5,
game_043658.pgn,1,11,63,Bd6,Ka9,
game_043659.pgn,1,38,59,b4,Nz5,
game_043660.pgn,1,66,74,Qf7+,Qа9,
game_043661.pgn,4,72,79,Kg1,Kg1,6
game_043662.pgn,4,20,47,Bg3,Bg3,26
game_043663.pgn,3,4,88,d4,d4,
game_043664.pgn,2,89,94,bxa2,bxa3,
game_043665.pgn,3,11,59,Bb7,Bb7,
game_043666.pgn,1,23,36,Be7,Rb9,
game_043667.pgn,3,16,40,Qe5,Qe5,
game_043668.pgn,4,18,34,Bxe2,Bxe2,15
game_043669.pgn,1,30,38,O-O,Rb9,
game_043670.pgn,2,33,46,Ba7,8a7,
game_043671.pgn,2,20,46,Nf3,Mf3,
game_043672.pgn,2,40,56,Qxf1,Oxf1,
game_043673.pgn,3,12,55,O-O,O-O,
game_043674.pgn,4,49,79,fxg2,fxg2,29
game_043675.pgn,4,15,40,h6,h6,24
game_043676.pgn,1,54,70,Ne2,Bh9,
game_043677.pgn,4,22,50,Rf2,Rf2,27
game_043678.pgn,1,78,87,Bxc3,Ka9,
game_043679.pgn,1,65,89,Rf8,Qа9,
game_043680.pgn,1,27,66,Nxb3,Rb9,
game_043681.pgn,1,30,65,Nc5,Ka9,
game_043682.pgn,4,65,93,Qg7,Qg7,27
game_043683.pgn,4,7,49,Qe7,Qe7,41
game_043684.pgn,4,31,35,Qe7,Qe7,3
game_043685.pgn,4,26,41,Nbd2,Nbd2,14
game_043686.pgn,1,64,73,Rxd8,Qа9,
game_043687.pgn,2,7,37,Nf6,Mf6,
game_043688.pgn,4,29,41,exd4,exd4,11
game_043689.pgn,1,18,31,a4,Rb9,
game_043690.pgn,1,11,21,f6,Ka9,
game_043691.pgn,4,45,49,Kd8,Kd8,3
game_043692.pgn,1,41,63,Qc4,Ka9,
game_043693.pgn,2,52,58,Rxf1,Pxf1,
game_043694.pgn,1,16,36,Nxd4,Qа9,
game_043695.pgn,3,25,32,f6,f6,
game_043696.pgn,1,36,50,Nxf3,Rb9,
game_043697.pgn,3,6,28,Bb5,Bb5,
game_043698.pgn,3,31,70,Bxe4,Bxe4,
game_043699.pgn,2,59,78,Qd3+,Od3+,
game_043700.pgn,2,77,84,c5,c6,
game_043701.pgn,4,11,60,dxc3,dxc3,48
game_043702.pgn,1,57,82,Rxe4,Qа9,
game_043703.pgn,3,7,22,Nf6,Nf6,
game_043704.pgn,3,33,50,Rxa1,Rxa1,
game_043705.pgn,2,50,70,Rc2,Pc2,
game_043706.pgn,2,3,96,Nc6,Mc6,
game_043707.pgn,1,72,76,c7,Qh8,
game_043708.pgn,3,43,62,Ra6,Ra6,
game_043709.pgn,2,3,35,d5,d6,
game_043710.pgn,2,75,80,h4,h5,
game_043711.pgn,3,9,23,Bd6,Bd6,
game_043712.pgn,1,40,47,Qh3,Qh8,
game_043713.pgn,1,21,69,O-O,Qа9,
game_043714.pgn,4,3,70,e6,e6,66
game_043715.pgn,4,29,56,Re8+,Re8+,26
game_043716.pgn,2,23,40,exf4,exf5,
game_043717.pgn,3,11,23,Nf4,Nf4,
game_043718.pgn,3,84,100,f4,f4,
game_043719.pgn,4,48,55,Ne6+,Ne6+,6
game_043720.pgn,3,29,41,e4,e4,
game_043721.pgn,4,58,65,Nxb8,Nxb8,6
game_043722.pgn,3,17,39,dxc3,dxc3,
game_043723.pgn,1,8,49,exd5,Rb9,
game_043724.pgn,2,50,100,Qe7+,Oe7+,
game_043725.pgn,3,63,72,Qd3+,Qd3+,
game_043726.pgn,3,31,37,e5,e5,
game_043727.pgn,3,20,41,h4,h4,
game_043728.pgn,3,20,52,e6,e6,
game_043729.pgn,1,10,26,Nc3,Ka9,
game_043730.pgn,2,19,26,a5,a6,
game_043731.pgn,3,32,38,Re1,Re1,
game_043732.pgn,1,10,25,Bxf7+,Rb9,
game_043733.pgn,4,35,56,Qd7,Qd7,20
game_043734.pgn,1,18,60,g4,Rb9,
game_043735.pgn,1,12,61,h3,Nz5,
game_043736.pgn,3,29,86,Qd3,Qd3,
game_043737.pgn,1,9,28,Nxe4,Qа9,
game_043738.pgn,1,3,72,exd4,Bh9,
game_043739.pgn,1,35,61,Bxd5,Ka9,
game_043740.pgn,2,8,66,Nf3,Mf3,
game_043741.pgn,3,38,63,Qb3,Qb3,
game_043742.pgn,2,6,65,c4,c5,
game_043743.pgn,3,8,20,d3,d3,
game_043744.pgn,4,24,75,f5,f5,50
game_043745.pgn,3,31,64,Bxb1,Bxb1,
game_043746.pgn,4,29,67,bxa5,bxa5,37
game_043747.pgn,3,31,52,Bb7,Bb7,
game_043748.pgn,2,16,51,Bxd7,8xd7,
game_043749.pgn,2,6,41,e4,e5,
game_043750.pgn,3,35,40,a5,a5,
game_043751.pgn,1,4,26,a3,Qh8,
game_043752.pgn,3,25,57,Qb7,Qb7,
game_043753.pgn,3,39,55,e5,e5,
game_043754.pgn,3,27,78,Kd8,Kd8,
game_043755.pgn,2,19,30,Bg4,8g4,
game_043756.pgn,1,22,46,f5,Rb9,
game_043757.pgn,3,60,65,Qxe5,Qxe5,
game_043758.pgn,1,40,62,g4,Rb9,
game_043759.pgn,3,3,23,Nf6,Nf6,
game_043760.pgn,2,16,94,bxc3,bxc4,
game_043761.pgn,3,82,86,Ke3,Ke3,
game_043762.pgn,4,10,23,Qxd4,Qxd4,12
game_043763.pgn,2,35,51,b5,b6,
game_043764.pgn,3,10,84,Nh3,Nh3,
game_043765.pgn,3,67,91,h5,h5,
game_043766.pgn,4,66,79,Rxc2,Rxc2,12
game_043767.pgn,4,33,56,g6,g6,22
game_043768.pgn,3,4,79,Nf3,Nf3,
game_043769.pgn,4,56,70,Bd5,Bd5,13
game_043770.pgn,1,10,46,Bb5,Rb9,
game_043771.pgn,4,55,90,Qe6,Qe6,34
game_043772.pgn,2,50,70,Rc7,Pc7,
game_043773.pgn,3,12,67,O-O,O-O,
game_043774.pgn,4,36,77,Qxf4,Qxf4,40
game_043775.pgn,2,3,63,e6,e7,
game_043776.pgn,4,42,55,f5,f5,12
game_043777.pgn,3,25,94,c5,c5,
game_043778.pgn,4,6,54,e4,e4,47
game_043779.pgn,3,29,54,Bd6,Bd6,
game_043780.pgn,1,36,58,e4,Qа9,
game_043781.pgn,1,89,95,Rg4,Qа9,
game_043782.pgn,4,16,85,O-O,O-O,68
game_043783.pgn,2,31,50,Rg7,Pg7,
game_043784.pgn,3,20,68,h6,h6,
game_043785.pgn,3,47,53,Rc6,Rc6,
game_043786.pgn,2,74,88,Qxf1,Oxf1,
game_043787.pgn,2,46,80,a4,a5,
game_043788.pgn,3,7,37,Bg7,Bg7,
game_043789.pgn,3,74,85,Ne4,Ne4,
game_043790.pgn,4,22,44,Nxd4,Nxd4,21
game_043791.pgn,2,4,63,g3,g4,
game_043792.pgn,2,5,37,e6,e7,
game_043793.pgn,4,63,80,Kc4,Kc4,16
game_043794.pgn,1,10,46,e4,Nz5,
game_043795.pgn,4,30,61,Nxa8,Nxa8,30
game_043796.pgn,4,34,38,Ne4,Ne4,3
game_043797.pgn,3,17,22,Re8,Re8,
game_043798.pgn,3,43,78,Nxc3,Nxc3,
game_043799.pgn,2,62,85,b4,b5,
game_043800.pgn,3,60,71,Qh8+,Qh8+,
game_043801.pgn,1,8,37,O-O,Bh9,
game_043802.pgn,4,42,73,Ne4,Ne4,30
game_043803.pgn,4,12,59,d4,d4,46
game_043804.pgn,4,6,32,d4,d4,25
game_043805.pgn,3,16,25,Bc4,Bc4,
game_043806.pgn,3,31,54,Nxc2,Nxc2,
game_043807.pgn,1,66,72,Kg6,Qа9,
game_043808.pgn,3,24,51,Nxh4,Nxh4,
game_043809.pgn,2,52,81,fxe4,fxe5,
game_043810.pgn,3,74,97,Ne5+,Ne5+,
game_043811.pgn,2,8,36,Nxe4,Mxe4,
game_043812.pgn,4,18,68,O-O-O,O-O-O,49
game_043813.pgn,3,66,100,Rga1,Rga1,
game_043814.pgn,3,29,79,Rd8,Rd8,
game_043815.pgn,1,82,89,d6,Nz5,
game_043816.pgn,4,21,57,exd5,exd5,35
game_043817.pgn,4,29,51,Qe7,Qe7,21
game_043818.pgn,4,11,98,bxc6,bxc6,86
game_043819.pgn,4,27,34,Rfe8,Rfe8,6
game_043820.pgn,2,45,65,Kh8,Xh8,
game_043821.pgn,4,19,71,O-O-O,O-O-O,51
game_043822.pgn,4,36,72,cxd4,cxd4,35
game_043823.pgn,1,21,27,d4,Rb9,
game_043824.pgn,4,62,68,Kf1,Kf1,5
game_043825.pgn,4,46,54,Bb5,Bb5,7
game_043826.pgn,4,21,27,Rc8,Rc8,5
game_043827.pgn,2,21,54,Qxf5,Oxf5,
game_043828.pgn,1,42,56,Kg2,Ka9,
game_043829.pgn,4,9,56,Be7,Be7,46
game_043830.pgn,3,13,30,Bb7,Bb7,
game_043831.pgn,4,16,86,h3,h3,69
game_043832.pgn,4,17,36,dxe4,dxe4,18
game_043833.pgn,4,3,65,g6,g6,61
game_043834.pgn,3,27,64,Nb6,Nb6,
game_043835.pgn,1,14,61,Bxd5,Qа9,
game_043836.pgn,3,39,66,Qxe3,Qxe3,
game_043837.pgn,4,27,45,Qe6,Qe6,17
game_043838.pgn,2,46,76,Bg7,8g7,
game_043839.pgn,4,28,54,cxd5,cxd5,25
game_043840.pgn,1,36,51,c4,Ka9,
game_043841.pgn,4,52,67,b4,b4,14
game_043842.pgn,2,45,60,Nd3,Md3,
game_043843.pgn,3,90,99,Kh4,Kh4,
game_043844.pgn,1,19,80,c6,Qа9,
game_043845.pgn,3,44,74,dxe5+,dxe5+,
game_043846.pgn,1,4,41,Bc4,Rb9,
game_043847.pgn,1,35,50,Nxe5,Qа9,
game_043848.pgn,4,14,74,e5,e5,59
game_043849.pgn,2,15,40,Nf6,Mf6,
game_043850.pgn,1,39,69,Nf4,Rb9,
game_043851.pgn,3,20,41,Na3,Na3,
game_043852.pgn,2,4,43,Bc4,8c4,
game_043853.pgn,1,46,73,d6,Nz5,
game_043854.pgn,2,46,78,axb4,axb5,
game_043855.pgn,1,69,73,gxh5,Ka9,
game_043856.pgn,2,19,40,Nd4,Md4,
game_043857.pgn,3,42,52,Rf1,Rf1,
game_043858.pgn,4,70,95,Ke4,Ke4,24
game_043859.pgn,3,32,37,cxd5,cxd5,
game_043860.pgn,2,47,63,Bc6,8c6,
game_043861.pgn,2,8,87,f4,f5,
game_043862.pgn,3,57,64,Rce8,Rce8,
game_043863.pgn,2,25,74,Nf5,Mf5,
game_043864.pgn,2,53,64,Qf2,Of2,
game_043865.pgn,4,9,21,g6,g6,11
game_043866.pgn,1,13,39,Nc6,Rb9,
game_043867.pgn,3,44,71,Rf2,Rf2,
game_043868.pgn,2,30,91,b3,b4,
game_043869.pgn,1,11,77,O-O,Nz5,
game_043870.pgn,4,28,35,Nd2,Nd2,6
game_043871.pgn,2,28,80,Bd2,8d2,
game_043872.pgn,2,6,32,d5,d6,
game_043873.pgn,1,43,54,Nc5,Qа9,
game_043874.pgn,2,18,46,Bc4,8c4,
game_043875.pgn,4,27,58,Rae8,Rae8,30
game_043876.pgn,3,44,61,f4,f4,
game_043877.pgn,2,3,69,Bg7,8g7,
game_043878.pgn,3,12,23,Bg5,Bg5,
game_043879.pgn,2,21,33,Ng4,Mg4,
game_043880.pgn,3,81,91,Kh6,Kh6,
game_043881.pgn,4,36,60,Qxb5,Qxb5,23
game_043882.pgn,4,4,70,exd5,exd5,65
game_043883.pgn,3,46,72,Rd3,Rd3,
game_043884.pgn,4,18,37,Qa4+,Qa4+,18
game_043885.pgn,2,21,56,O-O-O,0-O-O,
game_043886.pgn,2,37,48,Rxb2,Pxb2,
game_043887.pgn,1,45,81,exf5,Ka9,
game_043888.pgn,2,40,47,Be3,8e3,
game_043889.pgn,1,12,76,Be3,Qh8,
game_043890.pgn,4,42,50,Nxb7,Nxb7,7
game_043891.pgn,3,20,65,Bxd5,Bxd5,
game_043892.pgn,4,41,57,f6,f6,15
game_043893.pgn,2,68,80,Bc2,8c2,
game_043894.pgn,3,13,27,Bg7,Bg7,
game_043895.pgn,3,12,23,h4,h4,
game_043896.pgn,4,5,33,d5,d5,27
game_043897.pgn,1,23,71,cxb6,Rb9,
game_043898.pgn,1,45,86,f5,Nz5,
game_043899.pgn,2,51,55,Re8+,Pe8+,
game_043900.pgn,2,19,51,g5,g6,
game_043901.pgn,3,82,95,Rb2,Rb2,
game_043902.pgn,1,44,56,Qe2,Bh9,
game_043903.pgn,3,9,36,Bb4,Bb4,
game_043904.pgn,3,29,74,Bxf5,Bxf5,
game_043905.pgn,3,8,31,e4,e4,
game_043906.pgn,4,63,81,Qg7,Qg7,17
game_043907.pgn,4,12,89,Be2,Be2,76
game_043908.pgn,2,37,76,Qxg1,Oxg1,
game_043909.pgn,2,29,96,O-O,0-O,
game_043910.pgn,3,30,65,g4,g4,
game_043911.pgn,4,31,85,d5,d5,53
game_043912.pgn,2,25,57,O-O,0-O,
game_043913.pgn,2,39,87,g5,g6,
game_043914.pgn,2,63,88,Ne6,Me6,
game_043915.pgn,4,35,46,Qxf6,Qxf6,10
game_043916.pgn,4,62,79,Nc6,Nc6,16
game_043917.pgn,4,27,47,Qc7,Qc7,19
game_043918.pgn,4,15,82,dxe5,dxe5,66
